sen1,sen2,sen3,sen4,sen5,value
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.58,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.6,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.55,1.5,0.6,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.51,0.6,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.58,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.58,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.6,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.6,4.59,4.58,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.6,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.58,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.6,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.6,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.51,0.6,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.51,0.6,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.58,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.6,4.59,4.58,0
1.56,1.51,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.6,4.59,4.58,0
1.56,1.5,0.59,4.59,4.58,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.58,0
1.56,1.51,0.59,4.59,4.58,0
1.55,1.51,0.59,4.59,4.58,0
1.55,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.58,0
1.56,1.51,0.59,4.59,4.58,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.6,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.51,0.6,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.6,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.6,4.59,4.58,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.55,1.5,0.59,4.59,4.58,0
1.55,1.5,0.6,4.59,4.57,0
1.55,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.58,0
1.55,1.5,0.59,4.59,4.58,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.58,0
1.55,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.6,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.6,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.58,0
1.55,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.58,0
1.55,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.6,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.6,4.59,4.58,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.58,0
1.55,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.6,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.6,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.6,4.59,4.58,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.56,1.51,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.58,0
1.56,1.51,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.6,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.6,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.58,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.58,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.58,0
1.55,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.51,0.6,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.6,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.6,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.6,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.51,0.6,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.6,4.59,4.57,0
1.56,1.51,0.6,4.59,4.57,0
1.56,1.51,0.59,4.59,4.58,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.6,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.55,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.58,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.6,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.6,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.58,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.6,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.58,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.58,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.6,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.51,0.6,4.59,4.57,0
1.56,1.5,0.6,4.59,4.57,0
1.55,1.5,0.59,4.59,4.58,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.6,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.55,1.5,0.6,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.58,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.6,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.58,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.6,4.59,4.57,0
1.55,1.51,0.59,4.59,4.58,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.55,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.6,4.59,4.58,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.58,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.58,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.58,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.51,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.56,1.5,0.6,4.59,4.57,0
1.56,1.5,0.59,4.59,4.57,0
1.55,1.5,0.59,4.59,4.57,0
1.55,1.51,0.59,4.59,4.57,0
1.85,1.72,1.62,4.58,4.37,1
1.85,1.72,1.62,4.58,4.44,1
1.85,1.72,1.62,4.58,4.49,1
1.85,1.72,1.62,4.58,4.51,1
1.85,1.72,1.62,4.58,4.53,1
1.85,1.72,1.62,4.58,4.55,1
1.86,1.72,1.62,4.58,4.55,1
1.85,1.72,1.62,4.58,4.56,1
1.85,1.72,1.62,4.58,4.56,1
1.85,1.72,1.62,4.58,4.54,1
1.85,1.72,1.62,4.58,4.54,1
1.85,1.72,1.62,4.58,4.54,1
1.86,1.72,1.62,4.58,4.53,1
1.85,1.72,1.62,4.58,4.55,1
1.86,1.72,1.62,4.58,4.55,1
1.86,1.72,1.62,4.58,4.55,1
1.86,1.72,1.62,4.58,4.57,1
1.86,1.72,1.62,4.58,4.58,1
1.86,1.72,1.62,4.58,4.58,1
1.86,1.72,1.62,4.58,4.59,1
1.86,1.72,1.62,4.58,4.58,1
1.86,1.72,1.62,4.58,4.58,1
1.86,1.72,1.62,4.58,4.58,1
1.86,1.72,1.62,4.58,4.56,1
1.86,1.72,1.62,4.58,4.53,1
1.86,1.72,1.62,4.58,4.51,1
1.86,1.72,1.62,4.58,4.51,1
1.86,1.72,1.62,4.58,4.53,1
1.86,1.72,1.62,4.58,4.54,1
1.86,1.72,1.62,4.58,4.53,1
1.86,1.72,1.62,4.58,4.55,1
1.86,1.72,1.62,4.58,4.55,1
1.86,1.72,1.62,4.58,4.54,1
1.86,1.72,1.61,4.58,4.56,1
